State,County,Population
 West Virginia,Wyoming County,21384
 Wisconsin,Adams County,20651
 Wisconsin,Ashland County,16028
 Wisconsin,Barron County,46709
 Wisconsin,Bayfield County,16218
 Wisconsin,Brown County,268746
 Wisconsin,Buffalo County,13314
 Wisconsin,Burnett County,16524
 Wisconsin,Calumet County,52440
 Wisconsin,Chippewa County,66301
 Wisconsin,Clark County,34615
 Wisconsin,Columbia County,58476
 Wisconsin,Crawford County,16112
 Wisconsin,Dane County,561491
 Wisconsin,Dodge County,89386
 Wisconsin,Door County,30064
 Wisconsin,Douglas County,44290
 Wisconsin,Dunn County,45438
 Wisconsin,Eau Claire County,105696
 Wisconsin,Florence County,4558
 Wisconsin,Fond du Lac County,104144
 Wisconsin,Forest County,9178
 Wisconsin,Grant County,51938
 Wisconsin,Green County,37084
 Wisconsin,Green Lake County,19024
 Wisconsin,Iowa County,23716
 Wisconsin,Iron County,6131
 Wisconsin,Jackson County,21138
 Wisconsin,Jefferson County,86163
 Wisconsin,Juneau County,26720
 Wisconsin,Kenosha County,169152
 Wisconsin,Kewaunee County,20566
 Wisconsin,La Crosse County,120799
 Wisconsin,Lafayette County,16596
 Wisconsin,Langlade County,19493
 Wisconsin,Lincoln County,28416
 Wisconsin,Manitowoc County,81380
 Wisconsin,Marathon County,138062
 Wisconsin,Marinette County,41882
 Wisconsin,Marquette County,15580
 Wisconsin,Menominee County,4251
 Wisconsin,Milwaukee County,939486
 Wisconsin,Monroe County,46266
 Wisconsin,Oconto County,38963
 Wisconsin,Oneida County,37847
 Wisconsin,Outagamie County,190702
 Wisconsin,Ozaukee County,91506
 Wisconsin,Pepin County,7321
 Wisconsin,Pierce County,42204
 Wisconsin,Polk County,44969
 Wisconsin,Portage County,70375
 Wisconsin,Price County,14057
 Wisconsin,Racine County,198227
 Wisconsin,Richland County,17309
 Wisconsin,Rock County,163687
 Wisconsin,Rusk County,14191
 Wisconsin,St Croix County,93543
 Wisconsin,Sauk County,65772
 Wisconsin,Sawyer County,18075
 Wisconsin,Shawano County,40878
 Wisconsin,Sheboygan County,118033
 Wisconsin,Taylor County,19913
 Wisconsin,Trempealeau County,30755
 Wisconsin,Vernon County,30724
 Wisconsin,Vilas County,23044
 Wisconsin,Walworth County,105217
 Wisconsin,Washburn County,16629
 Wisconsin,Washington County,136763
 Wisconsin,Waukesha County,406980
 Wisconsin,Waupaca County,51817
 Wisconsin,Waushara County,24523
 Wisconsin,Winnebago County,171718
 Wisconsin,Wood County,74206
 Wyoming,Albany County,37071
 Wyoming,Big Horn County,11518
 Wyoming,Campbell County,47027
 Wyoming,Carbon County,14532
 Wyoming,Converse County,13755
 Wyoming,Crook County,7176
 Wyoming,Fremont County,39221
 Wyoming,Goshen County,12504
 Wyoming,Hot Springs County,4618
 Wyoming,Johnson County,8452
 Wyoming,Laramie County,100510
 Wyoming,Lincoln County,19581
 Wyoming,Natrona County,79964
 Wyoming,Niobrara County,2470
 Wyoming,Park County,29624
 Wyoming,Platte County,8601
 Wyoming,Sheridan County,30922
 Wyoming,Sublette County,8730
 Wyoming,Sweetwater County,42270
 Wyoming,Teton County,23327
 Wyoming,Uinta County,20448
 Wyoming,Washakie County,7685
 Wyoming,Weston County,6838
