organization_group_code,job_family_code,job_code,year_type,year,organization_group,department_code,department,union_code,union,job_family,job,employee_identifier,salaries,overtime,other_salaries,total_salary,retirement,health_and_dental,other_benefits,total_benefits,total_compensation
4,2900,2903,Fiscal,2023,Community Health,DPH,Public Health,535,"SEIU, Local 1021, Misc",Human Services,Hospital Eligibility Worker,53667017,76509.29,11082.44,6747.94,94339.67,15028.8,16965.35,7418.18,39412.33,133752.0
4,2500,2587,Fiscal,2023,Community Health,DPH,Public Health,790,"SEIU, Local 1021, Misc",Med Therapy & Auxiliary,Health Worker 3,53676975,76900.25,0.0,2560.0,79460.25,14365.99,16796.12,6099.78,37261.89,116722.14
4,2300,2320,Fiscal,2023,Community Health,DPH,Public Health,791,"SEIU, Local 1021, RN",Nursing,Registered Nurse,50881830,102664.43,11605.18,5753.47,120023.08,19150.65,914.0,9031.73,29096.38,149119.46
4,2900,2930,Fiscal,2023,Community Health,DPH,Public Health,790,"SEIU, Local 1021, Misc",Human Services,Behavioral Health Clinician,53677022,122629.61,0.0,1000.0,123629.61,22452.52,16796.12,9306.97,48555.61,172185.22
2,7500,7514,Fiscal,2023,"Public Works, Transportation & Commerce",DPW,Department Of Public Works,261,"Laborers, Local 261",Semi-Skilled & General Labor,General Laborer,53637322,32412.46,3.58,467.28,32883.32,6073.41,6277.26,2759.42,15110.09,47993.41
2,3400,3417,Fiscal,2023,"Public Works, Transportation & Commerce",DPW,Department Of Public Works,261,"Laborers, Local 261",Agriculture & Horticulture,Gardener,53637086,54542.49,0.0,885.11,55427.6,10182.23,10173.71,4251.97,24607.91,80035.51
2,7500,7501,Fiscal,2023,"Public Works, Transportation & Commerce",DPW,Department Of Public Works,261,"Laborers, Local 261",Semi-Skilled & General Labor,General Laborer Apprentice,53986854,45850.74,7575.9,2406.48,55833.12,10019.27,16186.92,4282.91,30489.1,86322.22
2,1200,1204,Fiscal,2023,"Public Works, Transportation & Commerce",DPW,Department Of Public Works,790,"SEIU, Local 1021, Misc",Personnel,Senior Personnel Clerk,52546973,65031.12,0.0,0.0,65031.12,9120.55,13755.86,5066.38,27942.79,92973.91
3,5600,5638,Fiscal,2023,Human Welfare & Neighborhood Development,ENV,Environment,21,"Prof & Tech Eng, Local 21",Energy & Environment,Environmental Assistant,54276962,65406.33,0.0,0.0,65406.33,13568.49,16263.35,4930.36,34762.2,100168.53
1,H000,H020,Fiscal,2023,Public Protection,FIR,Fire Department,798,"Firefighters,Local 798, Unit 1",Fire Services,"Lieutenant, Fire Suppression",53866835,160920.17,72666.79,22603.98,256190.94,31823.81,19420.15,3838.66,55082.62,311273.56
1,H000,H002,Fiscal,2023,Public Protection,FIR,Fire Department,798,"Firefighters,Local 798, Unit 1",Fire Services,Firefighter,51398285,135614.69,57916.64,27503.98,221035.31,27281.38,19482.0,3323.97,50087.35,271122.66
1,H000,H033,Fiscal,2023,Public Protection,FIR,Fire Department,798,"Firefighters,Local 798, Unit 1",Fire Services,"Captain, Emergency Med Svcs",51398547,181537.07,46606.76,28234.55,256378.38,36386.89,19667.54,3797.18,59851.61,316229.99
1,H000,H033,Fiscal,2023,Public Protection,FIR,Fire Department,798,"Firefighters,Local 798, Unit 1",Fire Services,"Captain, Emergency Med Svcs",51398544,216998.61,0.0,22005.39,239004.0,41014.66,16080.38,3603.35,60698.39,299702.39
1,H000,H003,Fiscal,2023,Public Protection,FIR,Fire Department,798,"Firefighters,Local 798, Unit 1",Fire Services,EMT/Paramedic/Firefighter,51398117,134138.99,53462.44,19141.48,206742.91,26920.86,15701.49,3114.3,45736.65,252479.56
4,2300,2312,Fiscal,2023,Community Health,DPH,Public Health,250,"SEIU, Local 1021, Misc",Nursing,Licensed Vocational Nurse,54216930,47943.61,3262.43,1337.16,52543.2,8840.49,9087.27,4115.61,22043.37,74586.57
4,7300,7334,Fiscal,2023,Community Health,DPH,Public Health,39,"Stationary Engineers, Local 39",Journeyman Trade,Stationary Engineer,53507129,17888.0,1546.84,238.6,19673.44,3300.85,2819.67,1504.93,7625.45,27298.89
4,2600,2624,Fiscal,2023,Community Health,DPH,Public Health,790,"SEIU, Local 1021, Misc",Dietary & Food,Dietitian,53606952,7772.4,0.0,0.0,7772.4,0.0,1162.81,610.8,1773.61,9546.01
2,7500,7514,Fiscal,2023,"Public Works, Transportation & Commerce",DPW,Department Of Public Works,261,"Laborers, Local 261",Semi-Skilled & General Labor,General Laborer,50856761,83456.06,12090.84,1838.85,97385.75,15625.22,16097.58,7502.32,39225.12,136610.87
2,1400,1402,Fiscal,2023,"Public Works, Transportation & Commerce",DPW,Department Of Public Works,790,"SEIU, Local 1021, Misc","Clerical, Secretarial & Steno",Junior Clerk,53637047,65317.6,0.0,0.0,65317.6,13566.7,16796.12,5184.22,35547.04,100864.64
2,7500,7514,Fiscal,2023,"Public Works, Transportation & Commerce",DPW,Department Of Public Works,261,"Laborers, Local 261",Semi-Skilled & General Labor,General Laborer,53637088,83936.58,16705.91,5773.47,106415.96,16584.31,16186.92,8297.04,41068.27,147484.23
2,2700,2708,Fiscal,2023,"Public Works, Transportation & Commerce",DPW,Department Of Public Works,790,"SEIU, Local 1021, Misc",Housekeeping & Laundry,Custodian,52156826,11210.0,0.0,108.56,11318.56,0.0,0.0,859.65,859.65,12178.21
3,5600,5642,Fiscal,2023,Human Welfare & Neighborhood Development,ENV,Environment,21,"Prof & Tech Eng, Local 21",Energy & Environment,Sr. Environmental Spec,53696903,136214.89,0.0,0.0,136214.89,24907.13,16263.35,10650.19,51820.67,188035.56
3,5600,5640,Fiscal,2023,Human Welfare & Neighborhood Development,ENV,Environment,21,"Prof & Tech Eng, Local 21",Energy & Environment,Environmental Spec,54277008,57770.21,0.0,0.0,57770.21,703.09,9359.24,3553.39,13615.72,71385.93
1,H000,H030,Fiscal,2023,Public Protection,FIR,Fire Department,798,"Firefighters,Local 798, Unit 1",Fire Services,"Captain, Fire Suppression",51397423,181537.04,70621.25,39999.7,292157.99,38184.07,19667.54,4348.05,62199.66,354357.65
1,H000,H003,Fiscal,2023,Public Protection,FIR,Fire Department,798,"Firefighters,Local 798, Unit 1",Fire Services,EMT/Paramedic/Firefighter,51398114,180718.0,15431.53,11358.2,207507.73,34227.76,16080.38,3141.61,53449.75,260957.48
1,H000,H002,Fiscal,2023,Public Protection,FIR,Fire Department,798,"Firefighters,Local 798, Unit 1",Fire Services,Firefighter,53526837,131192.16,40648.76,14502.8,186343.72,25730.91,19659.81,2802.59,48193.31,234537.03
1,H000,H002,Fiscal,2023,Public Protection,FIR,Fire Department,798,"Firefighters,Local 798, Unit 1",Fire Services,Firefighter,51397143,92713.36,20726.85,12266.14,125706.35,18517.13,19667.54,1828.74,40013.41,165719.76
4,2300,2328,Fiscal,2023,Community Health,DPH,Public Health,791,"SEIU, Local 1021, RN",Nursing,Nurse Practitioner,52847569,67873.91,0.0,1855.59,69729.5,12584.94,5941.0,4904.48,23430.42,93159.92
4,2300,2303,Fiscal,2023,Community Health,DPH,Public Health,250,"SEIU, Local 1021, Misc",Nursing,Patient Care Assistant,52816959,75570.66,2740.04,2514.57,80825.27,11662.38,13744.23,6392.12,31798.73,112624.0
4,2300,P103,Fiscal,2023,Community Health,DPH,Public Health,791,"SEIU, Local 1021, RN",Nursing,Special Nurse,51386665,20685.61,0.0,1787.52,22473.13,0.0,0.0,1706.84,1706.84,24179.97
4,2500,2591,Fiscal,2023,Community Health,DPH,Public Health,21,"Prof & Tech Eng, Local 21",Med Therapy & Auxiliary,Health Program Coordinator 2,53667155,12525.0,0.0,0.0,12525.0,0.0,1876.54,955.81,2832.35,15357.35
2,3400,3434,Fiscal,2023,"Public Works, Transportation & Commerce",DPW,Department Of Public Works,261,"Laborers, Local 261",Agriculture & Horticulture,Arborist Technician,52956864,39417.92,1239.9,15987.68,56645.5,7385.75,5935.62,3214.45,16535.82,73181.32
2,7300,7355,Fiscal,2023,"Public Works, Transportation & Commerce",DPW,Department Of Public Works,216,"Teamsters, Local 853",Journeyman Trade,Truck Driver,53637394,68557.52,6939.16,1560.0,77056.68,12768.43,31579.4,6085.47,50433.3,127489.98
1,H000,H020,Fiscal,2023,Public Protection,FIR,Fire Department,798,"Firefighters,Local 798, Unit 1",Fire Services,"Lieutenant, Fire Suppression",52766886,167755.39,163243.8,42572.2,373571.39,36475.28,19667.54,5703.22,61846.04,435417.43
4,2900,2910,Fiscal,2023,Community Health,DPH,Public Health,535,"SEIU, Local 1021, Misc",Human Services,Social Worker,53956960,31768.0,0.0,3029.38,34797.38,5784.9,7106.05,2726.71,15617.66,50415.04
4,2900,2903,Fiscal,2023,Community Health,DPH,Public Health,535,"SEIU, Local 1021, Misc",Human Services,Hospital Eligibility Worker,52847607,87832.96,31559.14,1712.17,121104.27,16185.96,16699.22,9470.56,42355.74,163460.01
4,2300,P103,Fiscal,2023,Community Health,DPH,Public Health,791,"SEIU, Local 1021, RN",Nursing,Special Nurse,52506919,2547.3,0.0,424.56,2971.86,401.29,0.0,212.98,614.27,3586.13
4,2300,2303,Fiscal,2023,Community Health,DPH,Public Health,250,"SEIU, Local 1021, Misc",Nursing,Patient Care Assistant,51486631,57850.65,30578.5,4125.9,92555.05,11285.9,11014.38,7161.46,29461.74,122016.79
2,5200,5218,Fiscal,2023,"Public Works, Transportation & Commerce",DPW,Department Of Public Works,21,"Prof & Tech Eng, Local 21",Professional Engineering,Structural Engineer,50848580,202887.45,0.0,0.0,202887.45,36153.98,16263.35,12940.94,65358.27,268245.72
2,1900,1932,Fiscal,2023,"Public Works, Transportation & Commerce",DPW,Department Of Public Works,790,"SEIU, Local 1021, Misc",Purchasing & Storekeeping,Assistant Storekeeper,50865702,70893.53,499.55,1867.46,73260.54,13323.54,16771.9,5738.77,35834.21,109094.75
2,5200,5201,Fiscal,2023,"Public Works, Transportation & Commerce",DPW,Department Of Public Works,21,"Prof & Tech Eng, Local 21",Professional Engineering,Junior Engineer,53896976,110161.75,397.13,0.0,110558.88,20169.98,16263.35,8653.92,45087.25,155646.13
2,9900,9916,Fiscal,2023,"Public Works, Transportation & Commerce",DPW,Department Of Public Works,261,"Laborers, Local 261",Public Service Aide,Public Svc Aide-Public Works,53626896,4416.7,0.0,165.62,4582.32,0.0,1805.47,350.52,2155.99,6738.31
1,0900,H051,Fiscal,2023,Public Protection,FIR,Fire Department,352,"Municipal Exec Assoc, Fire",Management,Assistant Deputy Chief 2,53896865,249497.18,162.58,37723.8,287383.56,49626.09,14488.25,4408.14,68522.48,355906.04
1,H000,H002,Fiscal,2023,Public Protection,FIR,Fire Department,798,"Firefighters,Local 798, Unit 1",Fire Services,Firefighter,51846572,153294.64,44006.88,22960.32,220261.84,30246.06,1125.0,3377.14,34748.2,255010.04
1,H000,H002,Fiscal,2023,Public Protection,FIR,Fire Department,798,"Firefighters,Local 798, Unit 1",Fire Services,Firefighter,51397602,136835.4,26333.42,30368.36,193537.18,28028.24,19667.54,2946.21,50641.99,244179.17
1,H000,H002,Fiscal,2023,Public Protection,FIR,Fire Department,798,"Firefighters,Local 798, Unit 1",Fire Services,Firefighter,52897017,136835.42,24809.17,15537.45,177182.04,26857.99,19667.54,2623.56,49149.09,226331.13
1,1800,1822,Fiscal,2023,Public Protection,FIR,Fire Department,790,"SEIU, Local 1021, Misc","Budget, Admn & Stats Analysis",Administrative Analyst,51397258,115052.6,0.0,0.0,115052.6,21067.42,16796.12,8866.11,46729.65,161782.25
1,H000,H002,Fiscal,2023,Public Protection,FIR,Fire Department,798,"Firefighters,Local 798, Unit 1",Fire Services,Firefighter,50746645,1582.42,49.45,191.31,1823.18,334.1,371.09,26.87,732.06,2555.24
4,2900,2903,Fiscal,2023,Community Health,DPH,Public Health,535,"SEIU, Local 1021, Misc",Human Services,Hospital Eligibility Worker,53956959,76606.22,134.43,2710.0,79450.65,14312.45,16796.12,6237.23,37345.8,116796.45
4,2300,P103,Fiscal,2023,Community Health,DPH,Public Health,791,"SEIU, Local 1021, RN",Nursing,Special Nurse,53016972,111326.4,82.04,4589.46,115997.9,0.0,0.0,6420.16,6420.16,122418.06
4,2900,2930,Fiscal,2023,Community Health,DPH,Public Health,790,"SEIU, Local 1021, Misc",Human Services,Behavioral Health Clinician,52916828,107948.41,0.0,9974.28,117922.69,19764.49,16796.12,9235.86,45796.47,163719.16
4,2200,2230,Fiscal,2023,Community Health,DPH,Public Health,164,"Physician/Dentists 8-CC, UAPD",Medical & Dental,Physician Specialist,51566979,6157.24,0.0,0.0,6157.24,949.31,0.0,468.09,1417.4,7574.64
2,5200,5203,Fiscal,2023,"Public Works, Transportation & Commerce",DPW,Department Of Public Works,21,"Prof & Tech Eng, Local 21",Professional Engineering,Assistant Engineer,53637090,47707.02,0.0,0.0,47707.02,8687.47,6880.65,3681.09,19249.21,66956.23
2,7500,7514,Fiscal,2023,"Public Works, Transportation & Commerce",DPW,Department Of Public Works,261,"Laborers, Local 261",Semi-Skilled & General Labor,General Laborer,51566715,33519.57,2458.08,381.83,36359.48,6190.95,6455.7,2791.9,15438.55,51798.03
2,5200,5207,Fiscal,2023,"Public Works, Transportation & Commerce",DPW,Department Of Public Works,21,"Prof & Tech Eng, Local 21",Professional Engineering,Assoc Engineer,52746902,133094.24,0.0,750.0,133844.24,24359.97,16263.35,10398.06,51021.38,184865.62
2,3400,3434,Fiscal,2023,"Public Works, Transportation & Commerce",DPW,Department Of Public Works,261,"Laborers, Local 261",Agriculture & Horticulture,Arborist Technician,50856579,102156.59,51095.6,7945.1,161197.29,18799.69,15279.44,12455.97,46535.1,207732.39
2,5200,5266,Fiscal,2023,"Public Works, Transportation & Commerce",DPW,Department Of Public Works,21,"Prof & Tech Eng, Local 21",Professional Engineering,Architectural Associate 2,53786992,12032.0,0.0,0.0,12032.0,2132.08,1251.03,939.69,4322.8,16354.8
5,8200,8202,Fiscal,2023,Culture & Recreation,FAM,Fine Arts Museum,790,"SEIU, Local 1021, Misc",Protection & Apprehension,Security Guard,54016868,25283.22,80.38,0.0,25363.6,0.0,0.0,1926.37,1926.37,27289.97
1,H000,H002,Fiscal,2023,Public Protection,FIR,Fire Department,798,"Firefighters,Local 798, Unit 1",Fire Services,Firefighter,49806496,4525.4,0.0,578.24,5103.64,1036.55,15.13,14.25,1065.93,6169.57
1,H000,H003,Fiscal,2023,Public Protection,FIR,Fire Department,798,"Firefighters,Local 798, Unit 1",Fire Services,EMT/Paramedic/Firefighter,51397596,179727.19,44987.32,25968.46,250682.97,35620.08,16111.3,3494.53,55225.91,305908.88
1,H000,H003,Fiscal,2023,Public Protection,FIR,Fire Department,798,"Firefighters,Local 798, Unit 1",Fire Services,EMT/Paramedic/Firefighter,52166858,131685.95,28875.77,8731.74,169293.46,24246.37,16080.38,2556.44,42883.19,212176.65
1,1800,1822,Fiscal,2023,Public Protection,FIR,Fire Department,790,"SEIU, Local 1021, Misc","Budget, Admn & Stats Analysis",Administrative Analyst,51996863,112966.6,0.0,0.0,112966.6,20682.04,16796.12,8782.08,46260.24,159226.84
2,5200,5207,Fiscal,2023,"Public Works, Transportation & Commerce",DPW,Department Of Public Works,21,"Prof & Tech Eng, Local 21",Professional Engineering,Assoc Engineer,53296971,30570.04,0.0,0.0,30570.04,5417.01,3753.09,2345.66,11515.76,42085.8
2,7300,7355,Fiscal,2023,"Public Works, Transportation & Commerce",DPW,Department Of Public Works,216,"Teamsters, Local 853",Journeyman Trade,Truck Driver,53637447,98842.44,0.0,1242.0,100084.44,18260.67,16799.99,7800.41,42861.07,142945.51
4,2100,2110,Fiscal,2023,Community Health,DPH,Public Health,790,"SEIU, Local 1021, Misc",Hospital Administration,Medical Records Clerk,52776923,61038.14,104.81,750.0,61892.95,12656.26,14502.07,4704.16,31862.49,93755.44
4,2600,2624,Fiscal,2023,Community Health,DPH,Public Health,790,"SEIU, Local 1021, Misc",Dietary & Food,Dietitian,54297025,111224.32,0.0,1336.22,112560.54,20365.7,16796.12,8712.1,45873.92,158434.46
4,2300,2305,Fiscal,2023,Community Health,DPH,Public Health,250,"SEIU, Local 1021, Misc",Nursing,Psychiatric Technician,50846756,45.73,0.0,3.66,49.39,9.97,8.08,28.6,46.65,96.04
2,5500,5508,Fiscal,2023,"Public Works, Transportation & Commerce",DPW,Department Of Public Works,21,"Prof & Tech Eng, Local 21",Construction Project Mgmt,Project Manager 4,53216824,276985.92,0.0,0.0,276985.92,49361.79,16263.35,14125.13,79750.27,356736.19
2,7200,7213,Fiscal,2023,"Public Works, Transportation & Commerce",DPW,Department Of Public Works,38,"Plumbers, Local 38",Supervisory-Labor & Trade,Plumber Supervisor 1,53637297,150374.72,0.0,2422.84,152797.56,26796.94,19718.98,11468.45,57984.37,210781.93
2,7300,7311,Fiscal,2023,"Public Works, Transportation & Commerce",DPW,Department Of Public Works,580,"Cement Masons, Local 300 (580)",Journeyman Trade,Cement Mason,53637314,97223.01,0.0,225.0,97448.01,17847.24,18124.08,7379.66,43350.98,140798.99
2,5200,5207,Fiscal,2023,"Public Works, Transportation & Commerce",DPW,Department Of Public Works,21,"Prof & Tech Eng, Local 21",Professional Engineering,Assoc Engineer,53926892,167957.89,0.0,0.0,167957.89,29928.57,16263.35,12339.73,58531.65,226489.54
2,7500,7514,Fiscal,2023,"Public Works, Transportation & Commerce",DPW,Department Of Public Works,261,"Laborers, Local 261",Semi-Skilled & General Labor,General Laborer,53476924,30661.78,2200.83,3272.74,36135.35,6280.22,0.0,3018.36,9298.58,45433.93
2,7500,7514,Fiscal,2023,"Public Works, Transportation & Commerce",DPW,Department Of Public Works,261,"Laborers, Local 261",Semi-Skilled & General Labor,General Laborer,53416925,65768.94,3638.25,2611.26,72018.45,12539.98,12692.72,5661.56,30894.26,102912.71
5,8200,8226,Fiscal,2023,Culture & Recreation,FAM,Fine Arts Museum,790,"SEIU, Local 1021, Misc",Protection & Apprehension,Museum Guard,50863544,79017.2,3005.3,6289.58,88312.08,15622.2,15996.93,6710.43,38329.56,126641.64
5,8200,8226,Fiscal,2023,Culture & Recreation,FAM,Fine Arts Museum,790,"SEIU, Local 1021, Misc",Protection & Apprehension,Museum Guard,52906896,57439.87,1203.9,0.0,58643.77,7499.37,13433.66,4694.22,25627.25,84271.02
1,H000,H030,Fiscal,2023,Public Protection,FIR,Fire Department,798,"Firefighters,Local 798, Unit 1",Fire Services,"Captain, Fire Suppression",51286597,181171.22,28204.88,41998.47,251374.57,36481.68,19628.04,3793.57,59903.29,311277.86
1,H000,H030,Fiscal,2023,Public Protection,FIR,Fire Department,798,"Firefighters,Local 798, Unit 1",Fire Services,"Captain, Fire Suppression",52906869,194000.21,148276.27,32480.99,374757.47,37998.37,16142.23,5659.31,59799.91,434557.38
1,H000,H003,Fiscal,2023,Public Protection,FIR,Fire Department,798,"Firefighters,Local 798, Unit 1",Fire Services,EMT/Paramedic/Firefighter,51398388,136030.58,25963.48,23483.69,185477.75,28521.69,15954.44,2758.76,47234.89,232712.64
1,H000,H003,Fiscal,2023,Public Protection,FIR,Fire Department,798,"Firefighters,Local 798, Unit 1",Fire Services,EMT/Paramedic/Firefighter,51398129,151723.87,65729.7,12827.71,230281.28,29678.0,18861.59,3487.55,52027.14,282308.42
4,2300,2320,Fiscal,2023,Community Health,DPH,Public Health,791,"SEIU, Local 1021, RN",Nursing,Registered Nurse,53337003,130292.12,28974.55,5002.55,164269.22,23776.64,17087.24,12507.15,53371.03,217640.25
2,7500,7514,Fiscal,2023,"Public Works, Transportation & Commerce",DPW,Department Of Public Works,261,"Laborers, Local 261",Semi-Skilled & General Labor,General Laborer,53637079,64565.15,5890.42,4720.34,75175.91,12703.16,12459.25,5928.52,31090.93,106266.84
2,5200,5201,Fiscal,2023,"Public Works, Transportation & Commerce",DPW,Department Of Public Works,21,"Prof & Tech Eng, Local 21",Professional Engineering,Junior Engineer,54116941,120955.0,0.0,0.0,120955.0,22146.45,16263.35,8493.35,46903.15,167858.15
2,7200,7215,Fiscal,2023,"Public Works, Transportation & Commerce",DPW,Department Of Public Works,261,"Laborers, Local 261",Supervisory-Labor & Trade,General Laborer Supervisor 1,53637289,94757.1,19771.62,7853.12,122381.84,18793.38,16186.92,9353.41,44333.71,166715.55
5,7300,7335,Fiscal,2023,Culture & Recreation,FAM,Fine Arts Museum,39,"Stationary Engineers, Local 39",Journeyman Trade,Senior Stationary Engineer,50852354,131387.3,34064.1,0.0,165451.4,24067.83,18327.68,12422.05,54817.56,220268.96
