organization_group_code,job_family_code,job_code,year_type,year,organization_group,department_code,department,union_code,union,job_family,job,employee_identifier,salaries,overtime,other_salaries,total_salary,retirement,health_and_dental,other_benefits,total_benefits,total_compensation
2,7500,7514,Fiscal,2023,"Public Works, Transportation & Commerce",AIR,Airport Commission,261,"Laborers, Local 261",Semi-Skilled & General Labor,General Laborer,50854201,83936.61,4728.99,1317.14,89982.74,15612.55,16186.92,6864.58,38664.05,128646.79
2,7300,7346,Fiscal,2023,"Public Works, Transportation & Commerce",AIR,Airport Commission,4,SF City Workers United,Journeyman Trade,Painter,50879498,103192.1,6.68,225.5,103424.28,18938.26,18273.03,8093.22,45304.51,148728.79
2,7300,7342,Fiscal,2023,"Public Works, Transportation & Commerce",AIR,Airport Commission,236,"Carpenters, Local 22",Journeyman Trade,Locksmith,52616837,113859.4,1493.49,11043.33,126396.22,20848.83,18344.16,9718.18,48911.17,175307.39
6,0900,0931,Fiscal,2023,General Administration & Finance,ASR,Assessor,351,"Municipal Exec Assoc, Misc",Management,Manager III,50846480,180136.21,0.0,0.0,180136.21,32102.21,20882.62,13040.91,66025.74,246161.95
6,8100,8177,Fiscal,2023,General Administration & Finance,CAT,City Attorney,311,Municipal Attorneys Assoc,Legal & Court,Attorney (Civil/Criminal),52566976,131650.29,0.0,0.0,131650.29,23328.43,11672.52,9531.26,44532.21,176182.5
6,1800,1823,Fiscal,2023,General Administration & Finance,ADM,Administrative Services,21,"Prof & Tech Eng, Local 21","Budget, Admn & Stats Analysis",Senior Administrative Analyst,50854151,106600.9,0.0,0.0,106600.9,19528.14,12932.49,8121.04,40581.67,147182.57
6,1800,1823,Fiscal,2023,General Administration & Finance,ADM,Administrative Services,21,"Prof & Tech Eng, Local 21","Budget, Admn & Stats Analysis",Senior Administrative Analyst,52346914,120908.66,0.0,3246.4,124155.06,22418.99,16263.35,9708.55,48390.89,172545.95
6,7300,7334,Fiscal,2023,General Administration & Finance,ADM,Administrative Services,39,"Stationary Engineers, Local 39",Journeyman Trade,Stationary Engineer,53667033,115959.8,28703.26,7424.54,152087.6,22593.47,18327.86,10963.93,51885.26,203972.86
2,6300,6333,Fiscal,2023,"Public Works, Transportation & Commerce",AIR,Airport Commission,930,Building Inspects - 6331/33,Construction Inspection,Senior Building Inspector,50853687,163360.4,1285.67,8984.81,173630.88,30713.76,18685.33,12384.06,61783.15,235414.03
2,2700,2708,Fiscal,2023,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU, Local 1021, Misc",Housekeeping & Laundry,Custodian,53606842,74315.8,1301.7,1017.6,76635.1,13793.91,16796.12,6008.37,36598.4,113233.5
2,9700,9704,Fiscal,2023,"Public Works, Transportation & Commerce",AIR,Airport Commission,535,"SEIU, Local 1021, Misc",Community Development,Employment & Training Spec 3,52997002,101902.03,561.71,1080.0,103543.74,19052.43,16796.12,8148.78,43997.33,147541.07
2,1400,1450,Fiscal,2023,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU, Local 1021, Misc","Clerical, Secretarial & Steno",Executive Secretary 1,50876632,97420.23,0.0,0.0,97420.23,17838.69,16796.12,7339.38,41974.19,139394.42
6,1400,1458,Fiscal,2023,General Administration & Finance,CAT,City Attorney,790,"SEIU, Local 1021, Misc","Clerical, Secretarial & Steno",Legal Secretary 1,50849763,103850.04,5.25,1017.6,104872.89,19201.93,16796.12,7372.05,43370.1,148242.99
6,1800,1844,Fiscal,2023,General Administration & Finance,CAT,City Attorney,790,"SEIU, Local 1021, Misc","Budget, Admn & Stats Analysis",Senior Management Assistant,52566866,108051.2,0.0,377.6,108428.8,19851.41,16796.12,8622.8,45270.33,153699.13
6,8100,8177,Fiscal,2023,General Administration & Finance,CAT,City Attorney,311,Municipal Attorneys Assoc,Legal & Court,Attorney (Civil/Criminal),53657004,28038.0,0.0,0.0,28038.0,4968.33,2059.86,2065.4,9093.59,37131.59
6,0900,0931,Fiscal,2023,General Administration & Finance,CON,Controller,351,"Municipal Exec Assoc, Misc",Management,Manager III,53686897,181122.84,0.0,0.0,181122.84,32277.97,22476.42,12726.32,67480.71,248603.55
6,1600,1684,Fiscal,2023,General Administration & Finance,CON,Controller,21,"Prof & Tech Eng, Local 21","Payroll, Billing & Accounting",Auditor II,54026860,92980.63,0.0,0.0,92980.63,17182.84,16263.35,7284.73,40730.92,133711.55
6,2700,2708,Fiscal,2023,General Administration & Finance,ADM,Administrative Services,790,"SEIU, Local 1021, Misc",Housekeeping & Laundry,Custodian,54086889,66285.89,0.0,4723.65,71009.54,14750.75,16488.46,5533.58,36772.79,107782.33
1,8400,8434,Fiscal,2023,Public Protection,ADP,Adult Probation,965,"Sup Probation Ofcr, Op Eng 3",Probation & Parole,Sprv Adult Probation Ofc,53956922,146398.64,0.0,0.0,146398.64,79041.97,18953.71,2215.12,100210.8,246609.44
2,7200,7239,Fiscal,2023,"Public Works, Transportation & Commerce",AIR,Airport Commission,38,"Plumbers, Local 38",Supervisory-Labor & Trade,Plumber Supervisor 2,50936689,164630.63,14872.82,70440.38,249943.83,31331.67,19718.98,15408.22,66458.87,316402.7
2,1000,1053,Fiscal,2023,"Public Works, Transportation & Commerce",AIR,Airport Commission,21,"Prof & Tech Eng, Local 21",Information Systems,IS Business Analyst-Senior,53886834,134822.66,0.0,0.0,134822.66,23952.04,14836.71,10241.06,49029.81,183852.47
6,8100,8182,Fiscal,2023,General Administration & Finance,CAT,City Attorney,311,Municipal Attorneys Assoc,Legal & Court,"Head Atty, Civil & Criminal",53786840,245531.63,0.0,7744.13,253275.76,45130.24,17852.1,14869.93,77852.27,331128.03
6,0900,0933,Fiscal,2023,General Administration & Finance,CAT,City Attorney,351,"Municipal Exec Assoc, Misc",Management,Manager V,50916700,228055.4,0.0,2750.0,230805.4,41129.08,28592.97,13811.13,83533.18,314338.58
6,0000,AB44,Fiscal,2023,General Administration & Finance,CAT,City Attorney,2,Mgt. Unrepresented Employees,Untitled,"Cfdntal Chf Atty 2,(Cvl&Crmnl)",51206590,304627.61,0.0,14995.0,319622.61,54967.17,29539.96,14937.06,99444.19,419066.8
6,1200,1244,Fiscal,2023,General Administration & Finance,CON,Controller,22,"Prof & Tech Eng, Local 21",Personnel,Senior Human Resources Analyst,54056951,134769.0,0.0,0.0,134769.0,24671.2,15185.41,10457.96,50314.57,185083.57
6,3300,3372,Fiscal,2023,General Administration & Finance,ADM,Administrative Services,856,"Teamsters, Local 856, Multi",Park & Zoo,Animal Control Officer,53667003,72669.01,3841.27,1773.21,78283.49,13629.91,0.0,6192.36,19822.27,98105.76
2,9200,9213,Fiscal,2023,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU, Local 1021, Misc",Airport Operation,Airfield Safety Officer,50879092,125579.23,72087.46,10958.98,208625.67,25002.56,16796.12,13622.49,55421.17,264046.84
2,2700,2708,Fiscal,2023,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU, Local 1021, Misc",Housekeeping & Laundry,Custodian,52937871,48235.2,14534.38,2901.83,65671.41,8858.75,10917.48,5158.54,24934.77,90606.18
2,5600,5638,Fiscal,2023,"Public Works, Transportation & Commerce",AIR,Airport Commission,21,"Prof & Tech Eng, Local 21",Energy & Environment,Environmental Assistant,54216909,78412.6,453.6,160.7,79026.9,14497.15,16263.35,5943.68,36704.18,115731.08
2,2700,2708,Fiscal,2023,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU, Local 1021, Misc",Housekeeping & Laundry,Custodian,53406908,68178.49,3952.54,6140.75,78271.78,15443.14,16788.05,5968.68,38199.87,116471.65
2,2700,2708,Fiscal,2023,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU, Local 1021, Misc",Housekeeping & Laundry,Custodian,53936941,67658.48,3939.09,5890.17,77487.74,15274.18,16788.05,5957.27,38019.5,115507.24
3,1800,1824,Fiscal,2023,Human Welfare & Neighborhood Development,CHF,Children Youth & Families,21,"Prof & Tech Eng, Local 21","Budget, Admn & Stats Analysis",Pr Administrative Analyst,53786928,137282.44,0.0,16030.19,153312.63,24483.4,14386.81,11915.8,50786.01,204098.64
3,9700,9775,Fiscal,2023,Human Welfare & Neighborhood Development,CHF,Children Youth & Families,790,"SEIU, Local 1021, Misc",Community Development,Sr Community Dev Spec 2,53006863,149668.8,0.0,0.0,149668.8,26557.26,16796.12,11672.45,55025.83,204694.63
5,3500,3518,Fiscal,2023,Culture & Recreation,AAM,Asian Art Museum,790,"SEIU, Local 1021, Misc",Museum & Cultural Affairs,"Assoc Musm Cnsrvt, AAM",50868368,37363.41,0.0,0.0,37363.41,0.0,0.0,2837.74,2837.74,40201.15
5,8200,8226,Fiscal,2023,Culture & Recreation,AAM,Asian Art Museum,790,"SEIU, Local 1021, Misc",Protection & Apprehension,Museum Guard,50857528,82280.5,32194.4,1009.33,115484.23,15249.83,16654.81,8593.29,40497.93,155982.16
6,2700,2708,Fiscal,2023,General Administration & Finance,ADM,Administrative Services,790,"SEIU, Local 1021, Misc",Housekeeping & Laundry,Custodian,51286698,74315.82,0.0,1125.6,75441.42,13778.15,16796.12,5706.93,36281.2,111722.62
1,8400,8530,Fiscal,2023,Public Protection,ADP,Adult Probation,651,Probation Off Assoc (DPOA),Probation & Parole,Deputy Probation Officer SFERS,51106611,97489.22,0.0,1560.0,99049.22,18132.32,18226.15,1547.9,37906.37,136955.59
2,7300,7344,Fiscal,2023,"Public Works, Transportation & Commerce",AIR,Airport Commission,236,"Carpenters, Local 22",Journeyman Trade,Carpenter,54196907,109226.9,170.7,2300.0,111697.6,20426.96,17599.81,8462.85,46489.62,158187.22
2,7400,7404,Fiscal,2023,"Public Works, Transportation & Commerce",AIR,Airport Commission,261,"Laborers, Local 261",Skilled Labor,Asphalt Finisher,54077065,76311.33,17176.23,14326.71,107814.27,15371.54,16116.88,8371.23,39859.65,147673.92
2,1400,1406,Fiscal,2023,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU, Local 1021, Misc","Clerical, Secretarial & Steno",Senior Clerk,51356525,62876.04,0.0,0.0,62876.04,13054.22,15189.67,4932.5,33176.39,96052.43
3,9900,9910,Fiscal,2023,Human Welfare & Neighborhood Development,CHF,Children Youth & Families,790,"SEIU, Local 1021, Misc",Public Service Aide,Public Service Trainee,53816934,33903.15,0.0,0.0,33903.15,2630.95,0.0,2585.42,5216.37,39119.52
5,8200,8226,Fiscal,2023,Culture & Recreation,AAM,Asian Art Museum,790,"SEIU, Local 1021, Misc",Protection & Apprehension,Museum Guard,50871920,73376.0,4555.61,1084.8,79016.41,13647.43,14858.11,5923.22,34428.76,113445.17
6,1000,1042,Fiscal,2023,General Administration & Finance,CPC,City Planning,21,"Prof & Tech Eng, Local 21",Information Systems,IS Engineer-Journey,53007049,60889.61,0.0,0.0,60889.61,0.0,6892.38,4502.79,11395.17,72284.78
6,9900,9910,Fiscal,2023,General Administration & Finance,CPC,City Planning,790,"SEIU, Local 1021, Misc",Public Service Aide,Public Service Trainee,53996996,1267.6,0.0,0.0,1267.6,0.0,0.0,96.27,96.27,1363.87
1,0000,430C,Fiscal,2023,Public Protection,CRT,Trial Courts,792,Utd Pub EmpL790 SEIU-Crt Clrks,Untitled,Deputy Court Clerk III,53206958,84173.35,0.0,0.0,84173.35,15412.8,19619.47,6548.01,41580.28,125753.63
1,0000,620C,Fiscal,2023,Public Protection,CRT,Trial Courts,191,Court-Supr Court Interpreters,Untitled,Court Interpreter,53476846,45956.9,0.0,198.46,46155.36,8493.26,10851.99,3528.44,22873.69,69029.05
1,0000,430C,Fiscal,2023,Public Protection,CRT,Trial Courts,792,Utd Pub EmpL790 SEIU-Crt Clrks,Untitled,Deputy Court Clerk III,50863276,100884.08,0.0,0.0,100884.08,18474.08,19605.32,8136.38,46215.78,147099.86
1,0000,500C,Fiscal,2023,Public Protection,CRT,Trial Courts,197,Court-Court Reporters,Untitled,Court Reporter,53376873,186003.22,283.59,10127.58,196414.39,36729.87,19619.47,13924.15,70273.49,266687.88
1,0000,420C,Fiscal,2023,Public Protection,CRT,Trial Courts,792,Utd Pub EmpL790 SEIU-Crt Clrks,Untitled,Deputy Court Clerk II,50870552,85147.43,0.0,1424.0,86571.43,15853.12,19619.47,6973.28,42445.87,129017.3
1,0000,430C,Fiscal,2023,Public Protection,CRT,Trial Courts,792,Utd Pub EmpL790 SEIU-Crt Clrks,Untitled,Deputy Court Clerk III,52366883,74373.55,0.0,0.0,74373.55,15432.47,19619.47,6002.75,41054.69,115428.24
1,0000,420C,Fiscal,2023,Public Protection,CRT,Trial Courts,792,Utd Pub EmpL790 SEIU-Crt Clrks,Untitled,Deputy Court Clerk II,51977036,74176.31,143.88,0.0,74320.19,13698.82,19619.47,6010.88,39329.17,113649.36
1,0000,420C,Fiscal,2023,Public Protection,CRT,Trial Courts,792,Utd Pub EmpL790 SEIU-Crt Clrks,Untitled,Deputy Court Clerk II,51996952,58026.85,0.0,0.0,58026.85,12047.36,19619.47,4696.3,36363.13,94389.98
1,0000,311C,Fiscal,2023,Public Protection,CRT,Trial Courts,121,Court Local 21 Staff Attorneys,Untitled,Court Staff Attorney I,51877673,31969.92,0.0,0.0,31969.92,5896.87,6168.64,2688.17,14753.68,46723.6
1,0000,430C,Fiscal,2023,Public Protection,CRT,Trial Courts,792,Utd Pub EmpL790 SEIU-Crt Clrks,Untitled,Deputy Court Clerk III,53876839,100957.05,0.0,624.0,101581.05,18601.85,19619.47,8158.16,46379.48,147960.53
1,0000,500C,Fiscal,2023,Public Protection,CRT,Trial Courts,197,Court-Court Reporters,Untitled,Court Reporter,53377113,103296.81,0.0,6625.15,109921.96,20016.78,15846.49,8609.76,44473.03,154394.99
1,0000,372C,Fiscal,2023,Public Protection,CRT,Trial Courts,23,Court-Local 21 Professional,Untitled,Administrative Analyst II,53556943,25128.75,0.0,967.55,26096.3,4575.95,4980.33,2057.0,11613.28,37709.58
1,0000,430C,Fiscal,2023,Public Protection,CRT,Trial Courts,792,Utd Pub EmpL790 SEIU-Crt Clrks,Untitled,Deputy Court Clerk III,53166994,42039.89,0.0,0.0,42039.89,0.0,0.0,3258.1,3258.1,45297.99
1,0000,376C,Fiscal,2023,Public Protection,CRT,Trial Courts,195,Court-Unrep Professional,Untitled,Sr Human Resources Analyst,53356952,21896.34,0.0,0.0,21896.34,3987.33,4150.28,1720.11,9857.72,31754.06
6,5200,5283,Fiscal,2023,General Administration & Finance,CPC,City Planning,21,"Prof & Tech Eng, Local 21",Professional Engineering,Planner V,51266532,19784.1,0.0,17785.03,37569.13,3719.07,1563.79,2872.29,8155.15,45724.28
1,0000,148C,Fiscal,2023,Public Protection,CRT,Trial Courts,356,Court-MEA,Untitled,Court Manager,52166965,145057.07,0.0,6594.41,151651.48,26030.07,34086.0,12624.25,72740.32,224391.8
1,0000,202C,Fiscal,2023,Public Protection,CRT,Trial Courts,356,Court-MEA,Untitled,Court Supervisor II,51566655,128414.18,0.0,0.0,128414.18,23615.6,35281.64,12190.61,71087.85,199502.03
3,8100,8159,Fiscal,2023,Human Welfare & Neighborhood Development,CSS,Child Support Services,790,"SEIU, Local 1021, Misc",Legal & Court,Child Support Officer III,50878679,122623.64,0.0,1017.6,123641.24,22639.56,16796.12,9790.01,49225.69,172866.93
3,8100,8158,Fiscal,2023,Human Welfare & Neighborhood Development,CSS,Child Support Services,790,"SEIU, Local 1021, Misc",Legal & Court,Child Support Officer II,50869358,102864.86,0.0,3107.6,105972.46,19404.52,16796.12,8189.59,44390.23,150362.69
1,0000,147C,Fiscal,2023,Public Protection,CRT,Trial Courts,196,Court-Unrep Management,Untitled,Mental Health Hearing Officer,50857008,112115.96,0.0,0.0,112115.96,20618.46,35281.79,11656.14,67556.39,179672.35
3,8100,8158,Fiscal,2023,Human Welfare & Neighborhood Development,CSS,Child Support Services,790,"SEIU, Local 1021, Misc",Legal & Court,Child Support Officer II,51806685,31458.82,0.0,12465.36,43924.18,5887.43,5168.03,3350.63,14406.09,58330.27
3,1600,1222,Fiscal,2023,Human Welfare & Neighborhood Development,CSS,Child Support Services,790,"SEIU, Local 1021, Misc","Payroll, Billing & Accounting",Sr Payroll & Personnel Clerk,50854629,99638.71,0.0,1015.6,100654.31,18430.72,16763.82,7659.73,42854.27,143508.58
3,8100,8159,Fiscal,2023,Human Welfare & Neighborhood Development,CSS,Child Support Services,790,"SEIU, Local 1021, Misc",Legal & Court,Child Support Officer III,50872638,122623.63,0.0,0.0,122623.63,22453.65,16796.12,9711.93,48961.7,171585.33
6,5200,5291,Fiscal,2023,General Administration & Finance,CPC,City Planning,21,"Prof & Tech Eng, Local 21",Professional Engineering,Planner 3,53006960,132153.64,0.0,0.0,132153.64,24202.15,16263.35,10241.91,50707.41,182861.05
6,5200,5278,Fiscal,2023,General Administration & Finance,CPC,City Planning,21,"Prof & Tech Eng, Local 21",Professional Engineering,Planner 2,51226490,117582.32,0.0,0.0,117582.32,21534.77,16263.35,9212.46,47010.58,164592.9
6,5200,5277,Fiscal,2023,General Administration & Finance,CPC,City Planning,21,"Prof & Tech Eng, Local 21",Professional Engineering,Planner 1,53726973,85995.83,0.0,0.0,85995.83,15746.99,16263.35,6729.83,38740.17,124736.0
3,8100,8158,Fiscal,2023,Human Welfare & Neighborhood Development,CSS,Child Support Services,790,"SEIU, Local 1021, Misc",Legal & Court,Child Support Officer II,50857478,102847.04,0.0,1017.42,103864.46,19018.27,16793.21,8177.12,43988.6,147853.06
6,5200,5278,Fiscal,2023,General Administration & Finance,CPC,City Planning,21,"Prof & Tech Eng, Local 21",Professional Engineering,Planner 2,53736898,100075.65,0.0,0.0,100075.65,18321.55,16263.35,7819.46,42404.36,142480.01
6,5200,5278,Fiscal,2023,General Administration & Finance,CPC,City Planning,21,"Prof & Tech Eng, Local 21",Professional Engineering,Planner 2,53596910,95647.75,0.0,0.0,95647.75,17475.39,14095.56,7515.43,39086.38,134734.13
1,8100,8177,Fiscal,2023,Public Protection,DAT,District Attorney,311,Municipal Attorneys Assoc,Legal & Court,Attorney (Civil/Criminal),52706869,244143.68,0.0,0.0,244143.68,43507.13,17852.1,13869.59,75228.82,319372.5
2,8200,8201,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,790,"SEIU, Local 1021, Misc",Protection & Apprehension,School Crossing Guard,51347189,9427.6,0.0,0.0,9427.6,0.0,0.0,723.34,723.34,10150.94
2,9100,9139,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,200,"TWU, Local 200",Street Transit,Transit Supervisor,51876840,124012.22,36941.83,2790.0,163744.05,23195.09,19286.47,11989.01,54470.57,218214.62
2,9100,9102,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,790,"SEIU, Local 1021, Misc",Street Transit,Transit Car Cleaner,53556890,79627.7,8692.64,13046.29,101366.63,16926.59,17687.07,7533.41,42147.07,143513.7
2,9100,9163,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,253,"TWU, Local 250-A, TransitOpr",Street Transit,Transit Operator,51337183,89776.92,20765.13,3332.31,113874.36,16923.36,18241.46,8517.85,43682.67,157557.03
2,5200,5207,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,21,"Prof & Tech Eng, Local 21",Professional Engineering,Assoc Engineer,52897073,150630.15,0.0,0.0,150630.15,26871.27,16201.8,11739.49,54812.56,205442.71
2,7300,7380,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,6,"Electrical Workers, Local 6",Journeyman Trade,"Electrl Trnst Mech, Asst Sprv",51348883,129939.4,152210.67,44304.52,326454.59,26397.86,19508.44,16151.36,62057.66,388512.25
2,7300,7381,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,130,"Auto Machinist, Local 1414",Journeyman Trade,Automotive Mechanic,53266892,107305.03,6569.9,13329.57,127204.5,22120.82,18402.31,9739.16,50262.29,177466.79
2,9100,9163,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,253,"TWU, Local 250-A, TransitOpr",Street Transit,Transit Operator,51337016,84345.27,17823.44,6120.15,108288.86,16425.23,17133.39,7742.46,41301.08,149589.94
2,9100,9163,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,253,"TWU, Local 250-A, TransitOpr",Street Transit,Transit Operator,54297013,0.0,0.0,250.0,250.0,0.0,9259.25,14.1,9273.35,9523.35
2,7400,7412,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,200,"TWU, Local 200",Skilled Labor,Auto Svc Wrk Asst Sprv,53016961,63552.87,7695.24,7331.25,78579.36,12853.39,15961.97,6003.26,34818.62,113397.98
2,1800,1824,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,21,"Prof & Tech Eng, Local 21","Budget, Admn & Stats Analysis",Pr Administrative Analyst,51877457,155243.42,0.0,0.0,155243.42,27666.1,16201.8,11866.56,55734.46,210977.88
2,9100,9163,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,253,"TWU, Local 250-A, TransitOpr",Street Transit,Transit Operator,51327925,82279.57,7383.18,3523.4,93186.15,15608.45,16722.39,6738.13,39068.97,132255.12
2,9100,9163,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,253,"TWU, Local 250-A, TransitOpr",Street Transit,Transit Operator,53786832,7059.46,0.0,250.0,7309.46,1298.2,1485.01,509.32,3292.53,10601.99
2,7300,7371,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,6,"Electrical Workers, Local 6",Journeyman Trade,Electrical Transit System Mech,51876888,112268.22,2.8,10545.14,122816.16,22487.03,19506.09,9368.16,51361.28,174177.44
2,9100,9139,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,200,"TWU, Local 200",Street Transit,Transit Supervisor,54318987,117544.05,10256.55,8689.18,136489.78,23098.38,18998.02,10641.84,52738.24,189228.02
2,1400,1406,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,790,"SEIU, Local 1021, Misc","Clerical, Secretarial & Steno",Senior Clerk,53766897,19929.0,0.0,250.0,20179.0,3629.08,5779.9,1582.95,10991.93,31170.93
2,9100,9163,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,253,"TWU, Local 250-A, TransitOpr",Street Transit,Transit Operator,51327627,21732.11,2936.3,1921.59,26590.0,4350.95,0.0,2019.25,6370.2,32960.2
2,5200,5207,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,21,"Prof & Tech Eng, Local 21",Professional Engineering,Assoc Engineer,49716554,0.0,0.0,2602.41,2602.41,0.0,353.22,199.09,552.31,3154.72
2,9100,9144,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,200,"TWU, Local 200",Street Transit,"Investigator,Taxi & AccessSvcs",51337652,126460.09,20835.59,4048.45,151344.13,23869.66,19286.47,11328.52,54484.65,205828.78
2,7300,7318,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,6,"Electrical Workers, Local 6",Journeyman Trade,Electronic Maintenance Tech,51876633,142486.41,2472.75,570.0,145529.16,25493.54,19508.44,11203.18,56205.16,201734.32
2,9100,9163,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,253,"TWU, Local 250-A, TransitOpr",Street Transit,Transit Operator,51326855,0.0,0.0,250.0,250.0,0.0,9258.95,13.15,9272.1,9522.1
2,9100,9102,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,790,"SEIU, Local 1021, Misc",Street Transit,Transit Car Cleaner,54206896,80836.32,18.23,1213.69,82068.24,15027.1,17277.3,6415.37,38719.77,120788.01
2,8200,8214,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,790,"SEIU, Local 1021, Misc",Protection & Apprehension,Parking Control Officer,51348340,82743.4,6344.08,2457.62,91545.1,15546.72,17764.11,7249.41,40560.24,132105.34
2,9100,9179,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,351,"Municipal Exec Assoc, Misc",Street Transit,"Manager V, MTA",52286929,191995.02,0.0,0.0,191995.02,34213.31,21667.26,13007.22,68887.79,260882.81
2,9100,9163,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,253,"TWU, Local 250-A, TransitOpr",Street Transit,Transit Operator,51336860,90382.03,23659.57,5477.19,119518.79,17422.12,18366.12,8738.07,44526.31,164045.1
2,7400,7410,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,252,"TWU, Local 250-A, AutoServ",Skilled Labor,Automotive Service Worker,51876881,86451.6,21650.89,18567.82,126670.31,19188.26,16370.96,9782.96,45342.18,172012.49
2,9100,9136,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,200,"TWU, Local 200",Street Transit,Transit Training Specialist,51596580,100781.4,670.04,647.33,102098.77,18525.93,18641.2,7585.36,44752.49,146851.26
2,9100,9163,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,253,"TWU, Local 250-A, TransitOpr",Street Transit,Transit Operator,52036994,91611.59,15132.34,6372.15,113116.08,17804.68,18613.19,8427.98,44845.85,157961.93
2,9100,9136,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,200,"TWU, Local 200",Street Transit,Transit Training Specialist,53796925,102295.6,589.05,676.68,103561.33,18826.88,18641.2,7844.0,45312.08,148873.41
2,1300,1312,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,21,"Prof & Tech Eng, Local 21",Pub Relations & Spec Assts,Public Information Officer,53476866,98703.0,0.0,0.0,98703.0,18071.14,16201.8,7722.29,41995.23,140698.23
2,7300,7318,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,6,"Electrical Workers, Local 6",Journeyman Trade,Electronic Maintenance Tech,51349121,141811.6,6686.66,0.0,148498.26,25954.6,19508.44,11542.45,57005.49,205503.75
2,7400,7410,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,252,"TWU, Local 250-A, AutoServ",Skilled Labor,Automotive Service Worker,51877100,86039.08,23025.04,16759.84,125823.96,18783.79,16296.19,9776.6,44856.58,170680.54
2,9100,9163,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,253,"TWU, Local 250-A, TransitOpr",Street Transit,Transit Operator,51327052,44088.8,2483.36,1528.18,48100.34,8218.68,11785.41,3650.18,23654.27,71754.61
2,9100,9163,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,253,"TWU, Local 250-A, TransitOpr",Street Transit,Transit Operator,51327735,93049.13,35967.85,6859.26,135876.24,18170.08,18910.68,10142.89,47223.65,183099.89
2,1600,1634,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,790,"SEIU, Local 1021, Misc","Payroll, Billing & Accounting",Principal Account Clerk,52486906,99831.2,6234.19,1028.8,107094.19,18468.4,17764.11,8286.07,44518.58,151612.77
2,9100,9102,Fiscal,2023,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agcy,790,"SEIU, Local 1021, Misc",Street Transit,Transit Car Cleaner,51856513,9035.63,0.0,3309.87,12345.5,1783.9,22300.64,1041.27,25125.81,37471.31
